User_ID,Title_ID,Watch_Date,Watch_Time_Minutes,Device,Country,Rating
U0892,T0114,2023-02-15,52.31,Laptop,Japan,3.3
U0922,T0059,2023-12-12,15.4,Laptop,Japan,
U0854,T0140,2023-05-16,128.95,Mobile,Japan,
U0684,T0099,2024-04-04,5.11,Mobile,Brazil,3.5
U0639,T0081,2024-02-24,55.65,Laptop,India,
U0348,T0058,2023-02-16,14.25,Laptop,Germany,4.5
U0725,T0003,2023-01-26,5.36,Tablet,Canada,1.3
U0979,T0115,2023-02-24,1.75,Mobile,Japan,1.1
U0675,T0103,2024-06-28,2.47,Mobile,USA,1.8
U0850,T0135,2024-03-30,5.08,TV,Brazil,1.2
U0883,T0090,2023-01-24,22.84,Tablet,Australia,1.1
U0541,T0067,2023-11-21,5.61,Laptop,Germany,4.9
U0555,T0004,2023-06-22,90.33,Tablet,UK,4.1
U0158,T0151,2023-11-11,1.94,Laptop,UK,4.8
U0186,T0160,2023-01-28,12.55,TV,Germany,2.3
U0423,T0052,2023-11-28,39.45,Tablet,Australia,
U0922,T0191,2023-05-04,22.89,TV,India,3.4
U0243,T0055,2024-05-19,18.9,Laptop,Canada,2.3
U0567,T0032,2024-02-21,81.57,TV,Japan,3.5
U0936,T0176,2023-01-20,89.41,Tablet,Canada,3.2
U0805,T0170,2023-05-09,25.58,Tablet,Australia,4.4
U0513,T0193,2023-07-28,6.76,Mobile,Brazil,1.7
U0252,T0029,2024-07-04,40.37,Laptop,Japan,4.3
U0985,T0117,2023-10-24,36.43,Mobile,USA,4.7
U0280,T0052,2023-09-14,38.42,Laptop,Brazil,
U0218,T0053,2024-06-06,24.67,Tablet,USA,3.1
U0072,T0097,2023-11-04,3.71,TV,Australia,4.3
U0743,T0058,2023-10-14,37.64,Laptop,India,4.8
U0326,T0080,2023-12-17,32.75,Tablet,Japan,3.6
U0330,T0038,2023-12-16,3.71,Mobile,Japan,
U0337,T0034,2023-01-17,31.64,Mobile,USA,1.0
U0010,T0005,2023-06-27,16.34,Laptop,Japan,
U0552,T0197,2023-03-25,21.81,TV,USA,
U0836,T0144,2024-03-31,34.88,TV,Brazil,
U0386,T0185,2024-01-02,23.41,Laptop,UK,
U0832,T0157,2023-01-09,46.68,TV,Japan,1.8
U0010,T0132,2023-08-15,21.25,TV,Germany,3.8
U0197,T0122,2023-04-03,16.25,Tablet,India,3.0
U0372,T0150,2023-02-07,6.22,Tablet,Japan,
U0724,T0133,2023-08-03,11.58,TV,India,
U0654,T0097,2024-02-10,60.48,TV,Germany,3.0
U0566,T0040,2023-07-18,74.29,Mobile,Canada,4.0
U0131,T0150,2023-09-23,53.07,Mobile,Germany,3.7
U0994,T0056,2024-06-29,13.67,Tablet,Japan,2.7
U0690,T0091,2023-02-23,146.42,Tablet,Australia,
U0417,T0061,2023-10-08,15.39,TV,Japan,3.1
U0045,T0020,2023-08-18,17.84,TV,Germany,
U0546,T0061,2024-04-04,28.26,Tablet,USA,2.3
U0902,T0082,2023-01-26,1.89,Mobile,Australia,
U0940,T0179,2023-09-13,25.32,Mobile,UK,1.3
U0641,T0052,2023-04-10,8.03,TV,Japan,1.1
U0817,T0169,2023-12-09,14.12,Tablet,India,2.0
U0349,T0014,2023-02-25,17.84,Tablet,India,
U0795,T0031,2024-03-25,33.05,TV,Japan,1.3
U0063,T0093,2023-02-04,19.01,Laptop,Brazil,
U0711,T0162,2023-03-08,37.83,Mobile,USA,
U0453,T0118,2023-02-26,10.27,Tablet,Australia,3.7
U0573,T0118,2023-02-23,2.02,Tablet,Australia,3.5
U0421,T0105,2023-08-27,8.79,TV,Japan,4.2
U0902,T0096,2023-04-14,14.09,Tablet,USA,2.3
U0198,T0005,2023-04-21,6.15,TV,USA,1.3
U0809,T0134,2023-07-18,28.59,Mobile,Germany,2.9
U0636,T0145,2024-03-31,22.6,Mobile,India,1.2
U0131,T0191,2023-11-16,4.24,Laptop,Brazil,4.5
U0795,T0044,2023-05-30,50.82,Mobile,Japan,2.4
U0378,T0023,2023-01-09,90.27,Mobile,USA,4.3
U0573,T0015,2023-02-25,53.33,Laptop,Brazil,1.8
U0931,T0063,2023-07-26,30.45,TV,Brazil,2.9
U0709,T0100,2024-04-23,99.59,Tablet,Brazil,2.7
U0167,T0127,2023-04-18,133.68,Laptop,USA,4.7
U0655,T0057,2023-08-17,21.28,Mobile,Japan,2.0
U0753,T0055,2023-12-06,12.36,Laptop,India,4.3
U0007,T0023,2024-01-07,1.1,TV,Canada,3.2
U0146,T0006,2023-10-25,17.35,Laptop,India,4.7
U0369,T0198,2023-02-14,64.35,TV,India,1.7
U0907,T0118,2023-09-26,0.25,Mobile,Brazil,
U0252,T0084,2023-07-02,19.47,Mobile,USA,2.0
U0104,T0170,2023-01-22,18.33,Mobile,Australia,4.5
U0347,T0134,2023-08-04,2.02,Tablet,Japan,4.2
U0677,T0048,2023-06-25,34.22,Laptop,Canada,4.5
U0134,T0052,2023-07-14,17.78,Mobile,Australia,2.3
U0440,T0036,2023-09-08,24.56,TV,India,
U0302,T0120,2023-06-02,20.82,Tablet,India,4.2
U0894,T0052,2023-05-10,6.83,Laptop,India,
U0804,T0029,2024-04-26,0.27,TV,UK,4.0
U0661,T0076,2024-06-05,103.95,Tablet,Japan,1.7
U0730,T0179,2024-01-18,11.73,Laptop,Japan,3.3
U0654,T0156,2023-02-07,24.76,Mobile,India,
U0463,T0129,2023-08-29,5.76,Laptop,India,4.6
U0586,T0155,2023-06-10,14.32,Tablet,Germany,1.5
U0087,T0101,2023-10-30,62.79,Laptop,Brazil,1.2
U0525,T0103,2023-12-11,38.46,Laptop,Japan,2.6
U0824,T0172,2024-05-24,22.21,Tablet,Germany,1.7
U0240,T0060,2023-09-29,55.9,TV,Brazil,
U0302,T0035,2024-05-28,6.4,TV,Germany,
U0101,T0053,2023-05-02,6.37,TV,Brazil,1.8
U0202,T0096,2023-12-04,6.64,Tablet,Germany,
U0787,T0175,2023-10-09,80.85,Mobile,UK,
U0771,T0161,2023-09-25,22.42,TV,Germany,2.4
U0414,T0144,2024-02-20,62.35,TV,Japan,5.0
U0975,T0102,2023-06-02,12.7,Laptop,India,4.0
U0486,T0152,2023-08-28,5.06,Laptop,Japan,1.3
U0867,T0112,2023-07-12,31.35,Laptop,Australia,2.8
U0572,T0140,2023-01-31,14.87,Tablet,UK,1.5
U0966,T0033,2023-01-10,7.04,Laptop,Brazil,2.7
U0703,T0197,2024-02-18,3.86,Tablet,Brazil,3.3
U0033,T0172,2023-05-23,73.71,Mobile,Brazil,4.2
U0936,T0020,2024-02-05,13.88,Laptop,India,
U0066,T0200,2024-07-01,18.28,Laptop,India,2.3
U0986,T0033,2024-04-07,16.87,Tablet,Canada,3.7
U0182,T0030,2023-02-02,46.3,Laptop,USA,1.3
U0987,T0044,2024-01-31,18.54,Tablet,India,3.6
U0072,T0067,2024-04-10,23.33,TV,Brazil,1.7
U0881,T0158,2024-02-25,35.43,Laptop,UK,
U0133,T0134,2024-07-03,4.37,Laptop,Japan,
U0399,T0047,2023-07-31,1.67,Mobile,India,4.3
U0681,T0099,2024-05-01,5.69,Mobile,Germany,3.0
U0702,T0029,2024-04-14,8.77,Tablet,India,1.6
U0066,T0003,2024-02-13,75.7,Mobile,Brazil,
U0901,T0088,2024-05-17,113.63,Laptop,Japan,3.9
U0295,T0032,2024-04-12,24.47,Tablet,Germany,4.3
U0871,T0151,2023-06-29,7.39,Laptop,India,3.5
U0443,T0017,2024-04-13,68.32,Laptop,UK,1.4
U0716,T0164,2023-02-14,14.74,Mobile,UK,3.5
U0299,T0170,2023-03-10,0.91,Mobile,Japan,4.0
U0125,T0046,2024-01-13,7.78,TV,Canada,4.1
U0420,T0061,2024-04-06,1.04,Mobile,Germany,1.2
U0028,T0095,2023-03-16,12.75,Laptop,Australia,2.6
U0200,T0006,2024-02-11,66.7,TV,USA,3.8
U0140,T0027,2023-12-01,26.73,Laptop,Japan,1.3
U0673,T0047,2023-09-06,58.43,Laptop,UK,2.1
U0166,T0136,2023-06-24,26.17,TV,Canada,1.5
U0760,T0188,2024-02-05,19.67,Mobile,Canada,1.0
U0280,T0188,2023-06-07,3.34,Laptop,Brazil,3.9
U0915,T0087,2024-06-29,16.64,Mobile,Japan,4.3
U0831,T0171,2024-06-19,11.76,TV,Australia,2.8
U0613,T0151,2023-01-05,57.82,TV,  ,
U0952,T0155,2023-09-13,5.53,Tablet,India,1.1
U0029,T0010,2023-01-15,10.46,Tablet,India,1.3
U0982,T0034,2023-04-09,1.38,Mobile,UK,3.1
U0836,T0108,2023-12-01,25.56,Tablet,India,4.7
U0405,T0164,2024-03-14,81.49,TV,India,2.4
U0178,T0016,2023-01-16,11.82,Laptop,Brazil,1.9
U0226,T0036,2023-03-09,69.15,Tablet,Brazil,4.5
U0421,T0142,2023-11-05,24.2,Laptop,Canada,
U0811,T0090,2023-06-25,25.49,Tablet,Canada,4.9
U0714,T0075,2024-02-02,103.83,Mobile,Brazil,4.0
U0705,T0122,2023-11-22,91.63,Laptop,Canada,3.4
U0600,T0023,2024-04-04,20.29,Laptop,India,3.8
U0014,T0007,2023-08-27,24.47,TV,Canada,4.0
U0776,T0026,2023-09-07,42.08,TV,USA,3.0
U0207,T0108,2023-06-05,93.51,Laptop,India,2.0
U0743,T0051,2024-03-30,11.84,Tablet,UK,3.6
U0779,T0094,2023-02-10,10.37,Laptop,Germany,
U0235,T0088,2023-12-06,11.48,,India,1.2
U0940,T0032,2023-09-12,31.0,Mobile,Australia,1.7
U0645,T0074,2023-01-07,10.2,TV,Japan,1.8
U0650,T0152,2023-05-25,7.4,Mobile,UK,3.4
U0852,T0052,2023-07-29,70.13,Mobile,Canada,2.9
U0169,T0116,2023-07-22,27.8,Mobile,Australia,2.0
U0293,T0130,2024-04-04,45.75,Mobile,Germany,
U0493,T0062,2023-03-23,0.81,Tablet,Australia,2.9
U0433,T0046,2024-06-01,35.75,Laptop,UK,
U0813,T0029,2024-05-08,58.59,TV,Australia,1.3
U0929,T0179,2023-11-04,29.98,Mobile,UK,2.9
U0465,T0091,2023-10-18,23.75,Laptop,Japan,1.5
U0481,T0007,2023-07-20,8.33,Mobile,India,4.4
U0748,T0157,2024-01-19,14.03,Laptop,Australia,
U0963,T0039,2024-02-09,11.82,Tablet,Australia,3.6
U0603,T0001,2023-03-14,8.5,Laptop,USA,
U0128,T0096,2024-01-30,3.64,Mobile,India,
U0981,T0119,2023-09-19,16.1,Tablet,Japan,2.5
U0060,T0164,2024-01-30,32.9,Laptop,India,1.1
U0833,T0107,2024-01-06,42.71,TV,UK,2.8
U0698,T0046,2023-05-31,65.35,Tablet,India,4.8
U0862,T0154,2023-06-15,0.06,TV,Canada,
U0660,T0164,2024-01-29,4.29,Laptop,Canada,1.8
U0434,T0013,2023-06-19,10.44,Laptop,Germany,3.0
U0546,T0102,2024-01-27,0.65,Tablet,Australia,
U0947,T0153,2023-04-02,16.88,TV,Brazil,
U0276,T0008,2023-08-03,8.37,Laptop,Germany,1.7
U0504,T0001,2023-01-02,145.16,TV,Canada,
U0428,T0066,2024-06-21,12.47,Laptop,Germany,
U0175,T0149,2023-06-30,75.62,Tablet,UK,
U0203,T0108,2024-05-13,19.34,Mobile,Canada,4.3
U0191,T0175,2023-07-25,5.61,TV,UK,
U0197,T0009,2023-09-23,23.48,Laptop,Japan,3.5
U0890,T0015,2023-06-20,17.54,TV,Germany,1.5
U0066,T0094,2023-12-17,124.53,TV,India,3.7
U0104,T0148,2023-01-10,2.99,TV,Germany,
U0008,T0143,2023-02-12,42.12,TV,India,1.0
U0618,T0012,2024-06-16,9.45,Tablet,Japan,2.3
U0440,T0154,2023-12-11,3.63,Tablet,Brazil,
U0837,T0180,2023-09-03,40.87,Tablet,Australia,1.2
U0365,T0007,2023-12-05,71.74,TV,USA,3.8
U0743,T0057,2023-05-23,46.8,TV,Canada,
U0287,T0047,2023-09-12,28.81,Tablet,Japan,3.6
U0487,T0158,2024-06-11,15.76,Laptop,India,3.6
U0965,T0191,2023-11-26,4.2,TV,Brazil,
U0993,T0161,2023-11-30,47.22,Laptop,India,2.6
U0628,T0169,2023-03-25,7.12,Tablet,Australia,
U0965,T0097,2024-05-02,6.84,TV,Australia,1.8
U0147,T0108,2024-06-16,91.05,TV,UK,1.3
U0853,T0060,2024-04-23,15.03,Mobile,Japan,
U0494,T0151,2023-09-04,26.23,Mobile,India,4.8
U0717,T0109,2023-04-02,7.75,TV,Australia,
U0030,T0170,2023-06-14,53.67,Tablet,Australia,
U0226,T0114,2023-09-21,15.8,Laptop,Canada,4.7
U0649,T0125,2024-05-18,12.78,TV,Brazil,
U0955,T0104,2023-03-08,76.3,Tablet,Australia,
U0761,T0124,2024-01-26,50.86,Laptop,India,1.5
U0090,T0116,2023-04-25,111.92,TV,Brazil,
U0960,T0173,2023-07-12,28.63,TV,Brazil,2.3
U0390,T0169,2023-01-02,21.16,Tablet,USA,1.8
U0398,T0138,2024-03-09,38.37,Tablet,Brazil,
U0957,T0155,2023-05-10,22.19,Mobile,Canada,3.2
U0472,T0103,2023-11-20,62.5,Mobile,Germany,
U0512,T0016,2024-04-11,15.32,Mobile,Germany,3.7
U0821,T0097,2023-02-05,0.7,Tablet,Germany,3.8
U0281,T0012,2024-05-04,17.85,Mobile,Japan,4.9
U0061,T0071,2023-12-08,18.32,Mobile,India,
U0957,T0073,2023-08-19,19.36,TV,UK,
U0745,T0070,2024-02-06,44.44,Tablet,UK,
U0562,T0178,2024-02-06,46.22,Tablet,Australia,5.0
U0776,T0053,2024-02-05,1.58,Laptop,Canada,2.1
U0714,T0191,2023-07-19,19.42,Laptop,Canada,4.0
U0595,T0101,2023-02-25,2.1,,Japan,3.3
U0453,T0171,2024-05-09,18.89,Tablet,UK,4.2
U0201,T0011,2023-01-10,47.81,Tablet,Canada,5.0
U0152,T0089,2024-01-21,27.45,Laptop,UK,
U0099,T0025,2023-12-31,28.94,Laptop,UK,
U0121,T0107,2024-06-11,3.76,Tablet,Australia,
U0643,T0025,2024-02-18,51.97,Mobile,USA,2.6
U0310,T0103,2023-06-26,0.09,Laptop,Canada,
U0886,T0147,2024-01-27,18.96,Tablet,  ,1.5
U0085,T0002,2023-05-05,18.25,Laptop,India,3.3
U0587,T0038,2024-05-06,4.03,Tablet,Canada,
U0186,T0195,2024-01-29,11.57,Laptop,Australia,1.5
U0334,T0128,2023-03-07,104.77,Mobile,Australia,
U0021,T0021,2024-02-08,14.28,Laptop,Canada,3.3
U0731,T0113,2023-05-08,6.87,Mobile,Canada,3.4
U0185,T0032,2023-01-06,25.87,Laptop,Brazil,1.5
U0212,T0004,2023-06-15,58.68,TV,Germany,
U0036,T0147,2023-03-28,5.82,TV,Germany,3.2
U0434,T0175,2023-01-01,33.31,Mobile,Germany,4.8
U0927,T0081,2023-10-28,4.5,Laptop,UK,3.8
U0536,T0144,2023-12-27,7.34,Mobile,Canada,1.2
U0038,T0006,2023-07-12,66.09,Mobile,Germany,
U0221,T0044,2023-05-18,46.81,Mobile,Brazil,3.9
U0433,T0185,2023-03-18,38.77,Tablet,Germany,4.6
U0410,T0020,2024-04-12,30.89,TV,Germany,4.8
U0147,T0197,2024-07-02,0.95,Mobile,Canada,2.1
U0649,T0131,2023-07-17,1.76,Tablet,UK,1.6
U0807,T0127,2024-03-20,25.28,Laptop,USA,
U0254,T0018,2023-03-21,20.66,Tablet,Canada,3.7
U0417,T0179,2023-03-09,14.94,,Canada,2.3
U0280,T0007,2023-05-30,4.86,Mobile,Germany,2.5
U0993,T0152,2023-08-16,48.76,Laptop,Canada,
U0127,T0052,2023-06-29,12.6,Tablet,Japan,2.4
U0586,T0026,2023-10-16,32.38,Tablet,Canada,
U0175,T0058,2023-11-22,25.03,Laptop,UK,4.0
U0992,T0076,2024-06-28,16.9,Laptop,Japan,2.0
U0704,T0152,2024-06-09,18.08,Mobile,UK,3.3
U0274,T0014,2023-02-24,52.7,Tablet,India,2.7
U0469,T0181,2023-07-07,8.7,Laptop,Brazil,
U0515,T0145,2023-10-21,8.55,Tablet,Australia,3.9
U0946,T0149,2023-08-23,96.26,Tablet,Canada,
U0417,T0143,2023-11-17,1.58,TV,Canada,2.0
U0096,T0100,2023-06-19,16.21,TV,Canada,
U0568,T0109,2024-05-19,1.22,TV,Australia,4.7
U0140,T0116,2024-05-06,19.68,Laptop,Canada,3.5
U0933,T0186,2023-01-08,34.36,Laptop,Brazil,4.0
U0974,T0111,2024-06-24,59.54,TV,Japan,
U0691,T0074,2024-06-20,21.3,Mobile,UK,4.4
U0527,T0128,2023-12-28,72.12,TV,Australia,1.7
U0994,T0070,2023-04-26,77.28,Tablet,India,
U0872,T0047,2023-05-01,23.35,Tablet,Germany,2.1
U0003,T0115,2024-02-08,1.88,Mobile,Germany,
U0983,T0180,2024-06-11,9.45,TV,Japan,
U0869,T0102,2024-05-14,2.0,TV,Brazil,2.8
U0306,T0182,2023-12-29,1.29,TV,USA,3.9
U0412,T0089,2023-12-30,11.32,TV,  ,1.8
U0542,T0150,2024-06-10,38.13,Mobile,Australia,2.9
U0160,T0178,2023-09-14,12.61,Mobile,Japan,2.2
U0439,T0081,2023-07-06,30.61,Tablet,Canada,
U0673,T0148,2024-03-25,10.43,Mobile,UK,2.7
U0368,T0198,2023-07-23,14.4,TV,India,1.5
U0432,T0111,2023-12-06,99.78,TV,UK,4.8
U0983,T0145,2023-09-30,10.24,TV,Australia,3.0
U0699,T0119,2023-05-11,42.14,Tablet,Australia,4.7
U0864,T0105,2024-02-03,18.86,Mobile,Canada,
U0812,T0108,2023-01-22,5.37,Mobile,UK,1.1
U0701,T0052,2023-08-31,12.96,TV,Brazil,3.4
U0009,T0069,2024-03-20,14.73,Laptop,Germany,1.3
U0440,T0085,2023-09-11,0.54,Mobile,UK,4.1
U0885,T0086,2023-09-27,33.48,Mobile,Australia,3.8
U0830,T0039,2023-04-16,140.97,Mobile,India,
U0606,T0101,2023-06-02,4.72,Mobile,Canada,1.2
U0197,T0041,2023-05-30,18.8,Laptop,USA,1.4
U0053,T0180,2024-01-25,7.33,Laptop,Germany,
U0237,T0029,2023-08-16,44.76,Tablet,Australia,3.0
U0660,T0067,2023-02-22,60.98,Tablet,Canada,2.1
U0360,T0174,2024-03-04,57.55,Mobile,Brazil,
U0187,T0157,2023-02-11,39.04,TV,USA,2.3
U0293,T0061,2024-04-28,4.43,Tablet,Canada,2.0
U0504,T0107,2024-01-08,10.63,Tablet,Germany,3.7
U0700,T0034,2023-05-14,57.99,Tablet,Brazil,
U0371,T0135,2024-06-25,13.88,Tablet,India,1.8
U0394,T0007,2023-03-31,145.59,TV,UK,3.4
U0043,T0096,2023-07-15,35.02,Mobile,Japan,
U0077,T0080,2023-12-18,37.13,Tablet,Japan,
U0207,T0145,2024-06-30,9.93,Mobile,USA,2.7
U0729,T0119,2023-09-16,11.63,Tablet,Brazil,3.9
U0933,T0048,2024-03-22,13.95,TV,Japan,4.7
U0516,T0104,2023-01-23,59.77,Mobile,Germany,1.5
U0047,T0060,2023-03-04,14.56,Mobile,Australia,3.1
U0526,T0144,2023-03-18,1.14,Mobile,Japan,
U0394,T0093,2024-02-04,27.73,Laptop,Germany,1.0
U0586,T0092,2023-08-12,24.39,TV,Japan,3.9
U0266,T0018,2023-11-07,114.11,Mobile,Germany,
U0566,T0151,2023-05-02,10.79,Mobile,India,2.0
U0041,T0116,2023-06-01,1.67,Tablet,UK,4.2
U0658,T0013,2023-09-12,22.12,Mobile,Canada,2.4
U0620,T0082,2024-01-13,73.27,Tablet,Canada,
U0906,T0029,2023-09-28,10.26,Mobile,Australia,
U0302,T0149,2023-11-29,0.56,TV,USA,
U0225,T0151,2023-10-14,54.79,Mobile,Germany,
U0551,T0181,2023-04-19,112.5,Laptop,Germany,
U0650,T0151,2023-07-31,15.38,Laptop,India,1.8
U0645,T0115,2024-02-09,17.92,Mobile,Japan,3.9
U0378,T0176,2023-06-01,112.75,Laptop,Canada,2.8
U0836,T0065,2023-06-30,46.41,Mobile,Japan,
U0185,T0148,2023-10-16,43.18,TV,Germany,1.7
U0404,T0093,2023-07-12,32.92,TV,UK,2.0
U0931,T0064,2024-02-17,45.31,TV,UK,
U0828,T0163,2023-01-13,59.94,TV,Australia,1.4
U0014,T0153,2023-02-14,28.14,Mobile,India,
U0275,T0036,2023-05-27,13.34,TV,USA,
U0109,T0062,2023-12-13,65.47,TV,India,4.0
U0914,T0077,2024-03-30,15.27,Mobile,Germany,1.6
U0058,T0153,2023-10-01,16.05,TV,USA,
U0106,T0038,2023-10-31,6.39,TV,Australia,4.6
U0025,T0024,2023-08-21,17.99,Laptop,Australia,3.6
U0232,T0042,2024-01-29,56.96,TV,Japan,1.4
U0105,T0084,2023-10-16,8.38,Tablet,Canada,1.5
U0946,T0127,2023-03-28,2.12,TV,UK,3.1
U0615,T0040,2023-07-05,20.37,Laptop,UK,
U0704,T0117,2023-11-05,42.05,Tablet,Brazil,
U0278,T0014,2024-05-26,46.61,Tablet,Germany,
U0729,T0166,2023-03-20,66.74,TV,UK,
U0151,T0068,2023-11-24,57.39,Mobile,Australia,4.2
U1000,T0010,2024-05-04,4.3,TV,Canada,4.8
U0286,T0008,2023-05-29,116.18,TV,Brazil,
U0187,T0199,2024-01-30,27.4,Tablet,Brazil,2.9
U0997,T0102,2024-02-28,7.31,Tablet,UK,
U0670,T0104,2023-09-09,3.87,Laptop,Australia,3.2
U0505,T0006,2024-06-29,17.26,Mobile,Australia,3.9
U0540,T0033,2023-08-13,68.72,TV,India,1.8
U0872,T0093,2023-01-18,49.84,Tablet,Japan,
U0944,T0103,2023-04-23,1.74,TV,Brazil,4.4
U0798,T0068,2023-05-23,22.73,Tablet,Japan,4.4
U0996,T0196,2024-03-07,58.95,Mobile,India,
U0058,T0191,2023-05-22,13.43,TV,UK,1.1
U0989,T0043,2024-03-10,29.45,Tablet,USA,
U0679,T0181,2023-03-17,89.8,Laptop,UK,2.5
U0081,T0130,2023-09-08,31.74,TV,USA,4.3
U0154,T0093,2023-07-06,46.69,Laptop,UK,
U0716,T0103,2023-11-03,4.74,Laptop,Australia,
U0455,T0155,2023-01-14,12.55,Tablet,Canada,4.5
U0033,T0041,2023-06-27,17.59,Mobile,USA,2.7
U0971,T0152,2024-04-10,10.61,Tablet,Germany,
U0434,T0052,2023-06-10,5.41,Tablet,Canada,4.9
U0129,T0142,2023-08-05,49.02,Laptop,USA,1.7
U0764,T0037,2023-03-21,77.53,Laptop,Japan,3.6
U0848,T0079,2024-01-25,58.64,Mobile,USA,
U0663,T0056,2024-03-10,17.21,Mobile,Germany,1.3
U0618,T0123,2023-12-10,30.82,TV,India,3.2
U0067,T0062,2023-08-05,8.86,TV,Germany,1.8
U0952,T0040,2023-02-03,24.84,Mobile,Germany,3.3
U0046,T0036,2024-05-10,13.98,TV,USA,4.8
U0009,T0185,2024-01-01,40.77,Tablet,Australia,2.3
U0401,T0196,2023-12-31,41.27,Mobile,Canada,4.6
U0516,T0170,2023-04-14,34.77,Mobile,USA,2.5
U0601,T0029,2023-02-08,46.24,Tablet,UK,2.9
U0907,T0126,2023-04-06,0.62,Mobile,India,
U0670,T0121,2023-05-25,16.53,Mobile,Brazil,1.5
U0298,T0127,2024-01-04,51.03,Laptop,USA,
U0793,T0024,2024-02-01,6.37,Mobile,India,
U0622,T0146,2023-03-18,43.03,Mobile,Japan,1.1
U0785,T0150,2023-11-13,32.53,TV,Japan,2.3
U0957,T0167,2023-10-30,77.76,Mobile,Canada,2.5
U0092,T0075,2023-03-14,10.88,Mobile,Japan,2.9
U0263,T0077,2024-03-28,0.98,Mobile,Canada,
U0500,T0114,2023-02-10,96.63,Tablet,Germany,4.4
U0940,T0055,2023-05-13,47.85,Laptop,Brazil,3.5
U0322,T0066,2024-01-18,11.74,TV,Australia,2.1
U0897,T0085,2023-02-13,128.61,TV,India,3.2
U0159,T0005,2023-04-18,65.07,Tablet,Australia,2.6
U0075,T0085,2023-08-17,23.4,Laptop,Japan,2.4
U0480,T0198,2024-07-01,83.87,Laptop,Canada,3.9
U0940,T0172,2024-02-11,40.76,Laptop,India,1.3
U0351,T0141,2024-05-12,8.9,Mobile,Japan,2.8
U0559,T0081,2023-06-09,20.24,Laptop,UK,2.3
U0033,T0161,2024-01-25,18.66,TV,Brazil,
U0485,T0146,2023-08-07,39.25,TV,India,
U0976,T0060,2024-03-09,8.65,Tablet,Germany,1.3
U0071,T0180,2023-10-08,44.67,Laptop,Canada,3.8
U0893,T0118,2024-03-05,42.8,Mobile,Germany,1.2
U0917,T0108,2024-03-14,3.93,Tablet,Germany,2.4
U0430,T0176,2024-05-08,58.08,Laptop,UK,
U0448,T0167,2023-12-30,105.71,Laptop,USA,4.6
U0204,T0189,2023-03-21,103.69,Mobile,Brazil,4.3
U0752,T0093,2023-11-21,41.62,TV,UK,
U0957,T0086,2023-06-01,24.47,Laptop,Brazil,4.9
U0417,T0118,2023-09-27,33.42,TV,Japan,
U0878,T0161,2023-05-09,51.18,Laptop,Canada,4.0
U0193,T0155,2024-03-06,3.54,Mobile,Australia,1.8
U0196,T0198,2023-01-15,75.19,Tablet,Brazil,4.6
U0515,T0058,2023-05-08,31.72,Laptop,Japan,2.4
U0849,T0132,2024-03-12,18.23,Tablet,Canada,
U0470,T0019,2024-03-14,21.35,Tablet,UK,1.7
U0447,T0168,2024-01-26,6.93,Tablet,Australia,3.8
U0961,T0017,2023-04-12,48.92,TV,Canada,1.1
U0955,T0100,2024-02-26,9.92,TV,Japan,
U0639,T0172,2023-04-13,26.41,Laptop,USA,4.4
U0217,T0190,2023-08-17,28.21,Laptop,Australia,4.4
U0974,T0128,2023-05-08,8.02,Tablet,Japan,4.3
U0721,T0182,2024-02-10,35.56,TV,Brazil,
U0520,T0055,2023-10-18,31.94,Tablet,Germany,4.6
U0932,T0037,2024-02-29,68.68,Mobile,USA,
U0425,T0166,2023-02-03,14.84,TV,USA,2.5
U0837,T0115,2024-06-15,19.28,Tablet,Brazil,3.3
U0441,T0009,2023-09-05,20.26,Laptop,India,2.6
U0053,T0158,2024-03-15,15.68,Mobile,Australia,
U0178,T0178,2024-02-17,10.34,Tablet,UK,1.4
U0821,T0063,2023-05-10,5.97,TV,Australia,
U0643,T0034,2023-09-24,12.1,Mobile,Brazil,1.4
U0448,T0077,2023-01-12,41.68,Mobile,USA,3.2
U0996,T0167,2023-03-22,2.22,Laptop,USA,
U0134,T0141,2024-04-09,22.12,Tablet,UK,4.6
U0305,T0200,2023-07-18,78.99,Mobile,Australia,
U0676,T0146,2023-02-22,1.02,Tablet,Canada,
U0643,T0042,2023-01-24,116.4,TV,Canada,3.4
U0110,T0152,2023-05-26,5.82,Tablet,Germany,
U0096,T0091,2023-03-21,3.51,Laptop,Brazil,
U0213,T0073,2024-02-05,47.58,TV,Japan,
U0424,T0107,2023-03-17,2.63,Laptop,Canada,2.7
U0912,T0165,2023-11-18,29.98,Laptop,UK,1.0
U0183,T0102,2023-02-02,46.74,TV,Brazil,
U0496,T0020,2023-01-06,5.51,Mobile,Germany,
U0198,T0035,2023-01-31,24.75,TV,UK,2.5
U0921,T0039,2023-08-11,116.52,TV,Brazil,1.3
U0709,T0015,2023-05-10,67.51,Tablet,Germany,4.8
U0357,T0097,2023-10-29,14.5,Laptop,Japan,4.8
U0945,T0110,2023-07-17,44.85,Tablet,UK,4.4
U0735,T0119,2023-10-15,79.99,Laptop,Canada,4.1
U0320,T0002,2023-06-19,22.1,Mobile,Japan,2.8
U0611,T0093,2023-10-06,57.64,Tablet,Canada,2.7
U0581,T0004,2023-12-28,35.04,Tablet,Canada,4.6
U0982,T0139,2024-06-07,5.02,Tablet,Australia,4.3
U0661,T0101,2024-06-27,15.01,Tablet,Australia,1.7
